,safegraph_place_id,parent_safegraph_place_id,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags
641173,sg:c5cbf0d40393401e957ba4f4d93ee76a,,Advance Auto Parts,SG_BRAND_f6690ed6fac1b97d75d2ea16f2eb0e6d,Advance Auto Parts,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310.0,35.434805,-97.55797199999999,2520 SW 29th St,Oklahoma City,OK,73119,US,14056340265.0,"{ ""Mon"": [[""7:30"", ""20:00""]], ""Tue"": [[""7:30"", ""20:00""]], ""Wed"": [[""7:30"", ""20:00""]], ""Thu"": [[""7:30"", ""20:00""]], ""Fri"": [[""7:30"", ""20:00""]], ""Sat"": [[""7:30"", ""20:00""]], ""Sun"": [[""9:00"", ""19:00""]] }",
641479,sg:de9b09248397435b8a9cd3a7b5a2d890,,Plaza Package Store,,,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310.0,35.405823999999996,-97.528285,832 SW 59th St,Oklahoma City,OK,73109,US,14056328772.0,,
641485,sg:df322e54f5b14745ad3942eb93d23fa4,,Optimal Health,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.376608000000004,-97.57085500000001,3110 SW 89th St Ste 104,Oklahoma City,OK,73159,US,14057593336.0,,
642352,sg:22a9a397ad374a03a39e7bd0b5cf2e33,,Red Coyote Running and Fitness,,,Shoe Stores,Shoe Stores,448210.0,35.530194,-97.53439200000001,5720 N Classen Blvd,Oklahoma City,OK,73118,US,14058400033.0,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [[""13:00"", ""17:00""]] }",
642536,sg:307f556375cf45068fca0c6ebfdaf8cb,,James L Dennis School Dolphin Den,,,Child Day Care Services,Child Day Care Services,624410.0,35.588925,-97.630809,11800 James Dennis Drive,Oklahoma City,OK,73162,US,,,
642725,sg:3ddd0aa019394290a59843bf484b2003,,United Refrigeration,SG_BRAND_bbaecca4473233eccb80fde76de6f093,United Refrigeration,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",Refrigeration Equipment and Supplies Merchant Wholesalers,423740.0,35.47538,-97.547093,700 N Pennsylvania Ave,Oklahoma City,OK,73107,US,14052353333.0,,
642735,sg:3ea42c460ce0472ea088a09414dee41d,,Circle K,SG_BRAND_4cbffa4318cebdb09227afca3fe16846,Circle K,Grocery Stores,Convenience Stores,445120.0,35.51194,-97.56620500000001,4001 N May Ave,Oklahoma City,OK,73112,US,,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",
642956,sg:4da3a5ab97fa4bb28efb342f29398ac3,,Remedy Cannabis Co,,,Drugs and Druggists' Sundries Merchant Wholesalers,Drugs and Druggists' Sundries Merchant Wholesalers,424210.0,35.405884,-97.532063,944 SW 59th St,Oklahoma City,OK,73109,US,14059005603.0,"{ ""Mon"": [[""11:00"", ""19:00""]], ""Tue"": [[""11:00"", ""19:00""]], ""Wed"": [[""11:00"", ""19:00""]], ""Thu"": [[""11:00"", ""19:00""]], ""Fri"": [[""11:00"", ""19:00""]], ""Sat"": [[""11:00"", ""16:00""]], ""Sun"": [] }",
643377,sg:6f377a3b992745b99b9b447dae3c38f7,,Tienda Guatemala,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,35.477799,-97.546826,1001 N Virginia Ave,Oklahoma City,OK,73106,US,14055211899.0,,"Latin American Food,Bakery"
643471,sg:75fdc46b8c66442db26f992390060c50,,Earthly Mist,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,35.390677000000004,-97.551346,2220 W I 240 Service Rd,Oklahoma City,OK,73159,US,14057020662.0,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""16:00""]], ""Sun"": [[""10:00"", ""16:00""]] }",
643643,sg:81ef995daa0842ec9b531652a29a29bd,,Discount Tire,SG_BRAND_bf97a394be0995faf90bede5ed452758,Discount Tire,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310.0,35.56749,-97.66176,8268 NW Expressway,Oklahoma City,OK,73162,US,14057211289.0,"{ ""Mon"": [[""8:00"", ""18:00""]], ""Tue"": [[""8:00"", ""18:00""]], ""Wed"": [[""8:00"", ""18:00""]], ""Thu"": [[""8:00"", ""18:00""]], ""Fri"": [[""8:00"", ""18:00""]], ""Sat"": [[""8:00"", ""17:00""]], ""Sun"": [] }",
644098,sg:a4657e759394492e941d8f5335579b4c,,Northeast Hs,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,35.501367,-97.49313599999999,3100 N Kelley Ave,Oklahoma City,OK,73111,US,,,
644908,sg:e5a613e1f1fb41e2a66079b702ab3642,,Perkins Barry G MD,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.46686,-97.38669499999999,8121 National Ave Ste 303,Oklahoma City,OK,73110,US,,,
645168,sg:fa757ef56d304be6b8408a0980a0dfc0,,Wendy Chong RE MAX Preferred,,,Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210.0,35.567744,-97.566569,9520 N May Ave,Oklahoma City,OK,73120,US,,"{ ""Mon"": [[""9:00"", ""19:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [[""13:00"", ""18:00""]] }",
646281,sg:4bf3029d6b8c41d9bd8367de5a4d8da6,,Fit4Mom,SG_BRAND_20a7a33cd9d81eca,Fit4Mom,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940.0,35.586062,-97.579071,11391 Quail Creek Rd,Oklahoma City,OK,73120,US,,,
646645,sg:694c73c5880949be883849dab56234c3,,St Francis of Assisi Church,,,Religious Organizations,Religious Organizations,813110.0,35.488965,-97.543881,1910 NW 19th St,Oklahoma City,OK,73106,US,14055259272.0,,
646916,sg:7bd613058a2b4f5e9fc7ce1c86d596f7,,Saint Clair Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190.0,35.491971,-97.581264,2212 N Saint Clair Ave,Oklahoma City,OK,73107,US,,,
646949,sg:7e78e3a7e3d94176a103d23ca679c612,,Clayton Homes of Oklahoma City,,,Depository Credit Intermediation,Commercial Banking,522110.0,35.381251,-97.50416700000001,8601 S Shields Blvd,Oklahoma City,OK,73149,US,14056317600.0,"{ ""Mon"": [[""9:00"", ""19:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [] }",
647690,sg:b6d9e6d89c4848a992b33547ba5796d7,,MariHaHa Western,,,Drugs and Druggists' Sundries Merchant Wholesalers,Drugs and Druggists' Sundries Merchant Wholesalers,424210.0,35.378705,-97.52963000000001,8912 S Western Ave,Oklahoma City,OK,73139,US,,,
647840,sg:c1548d685aae4e669c1cc99eca46431b,,Life & Style by Kevin Samuels,,,Other Miscellaneous Store Retailers,Art Dealers,453920.0,35.468596000000005,-97.514891,100 Park Ave,Oklahoma City,OK,73102,US,14055296226.0,"{ ""Mon"": [[""8:00"", ""18:00""]], ""Tue"": [[""8:00"", ""18:00""]], ""Wed"": [[""8:00"", ""18:00""]], ""Thu"": [[""8:00"", ""18:00""]], ""Fri"": [[""8:00"", ""18:00""]], ""Sat"": [[""8:00"", ""18:00""]], ""Sun"": [] }",
647915,sg:c8be29b2fcb24b8c99667f9703510c98,,Childcare Network,SG_BRAND_90483ddacd2cc268f742373d1355b115,Childcare Network,Child Day Care Services,Child Day Care Services,624410.0,35.623177,-97.575409,3232 NW 150th St,Oklahoma City,OK,73134,US,,"{ ""Mon"": [[""6:30"", ""18:00""]], ""Tue"": [[""6:30"", ""18:00""]], ""Wed"": [[""6:30"", ""18:00""]], ""Thu"": [[""6:30"", ""18:00""]], ""Fri"": [[""6:30"", ""18:00""]], ""Sat"": [], ""Sun"": [] }",
648244,sg:e4aae54cfae3462dba6a3777fc76b286,,Alrays Valet Cleaners & Laundry,,,,,,35.449227,-97.40255,7026 SE 15th St,Oklahoma City,OK,73110,US,,,
648417,sg:f3dc934f92ec49c9aac4ca3bbb969b1f,,Jenny Nails,,,,,,35.390316,-97.550488,2148 W I 240 Service Rd,Oklahoma City,OK,73159,US,14056818831.0,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""9:00"", ""20:00""]], ""Sun"": [[""12:00"", ""17:00""]] }",
648571,sg:fff7289a408d4de896a085a9843d4ea4,,USA PARK Airport Parking,,,Other Personal Services,Parking Lots and Garages,812930.0,35.426142,-97.601389,3901 S Meridian Ave,Oklahoma City,OK,73119,US,14056817275.0,,
648636,sg:04076bbdbedf4297ac3f489f78d316bf,,Raymond James Financial,SG_BRAND_1d33d996f84ed96d957d92254c1ff53b,Raymond James Financial,Other Financial Investment Activities,Investment Advice,523930.0,35.478413,-97.514464,1101 N Broadway Ave Ste 200,Oklahoma City,OK,73103,US,14055464000.0,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""11:00"", ""19:00""]] }",
648892,sg:15d6baf212504560a5ee3c6d36fd84eb,,AFR Insurance,,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,35.451372,-97.599333,4400 Will Rogers Pkwy,Oklahoma City,OK,73108,US,,"{ ""Mon"": [[""8:00"", ""16:45""]], ""Tue"": [[""8:00"", ""16:45""]], ""Wed"": [[""8:00"", ""16:45""]], ""Thu"": [[""8:00"", ""16:45""]], ""Fri"": [[""8:00"", ""16:45""]], ""Sat"": [], ""Sun"": [] }",
648988,sg:1d1aceec00124efb94e110a6162d7cac,,Edmond Fit Body Boot Camp,,,Personal Care Services,Diet and Weight Reducing Centers,812191.0,35.610991,-97.503609,13774 N Lincoln Blvd,Oklahoma City,OK,73114,US,14052653445.0,"{ ""Mon"": [[""5:00"", ""19:30""]], ""Tue"": [[""5:00"", ""19:30""]], ""Wed"": [[""5:00"", ""19:30""]], ""Thu"": [[""5:00"", ""19:30""]], ""Fri"": [[""5:00"", ""9:30""]], ""Sat"": [[""8:30"", ""9:30""]], ""Sun"": [] }",
649779,sg:590c56ea499a4fb7a8c865c60d3c1d04,,Tungsten Wealth Management,,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,35.595024,-97.580975,3508 Partridge Rd,Oklahoma City,OK,73120,US,14055437992.0,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",
650035,sg:6c0d46695115444a947a84235fdc0641,,Kentucky Avenue Baptist Church,,,Religious Organizations,Religious Organizations,813110.0,35.438002000000004,-97.543308,2702 S Kentucky Ave,Oklahoma City,OK,73108,US,14056342493.0,,
650411,sg:8a2d652a20e04f01a42d0b72fd360c58,,Communication Federal Credit Union,,,Depository Credit Intermediation,Commercial Banking,522110.0,35.539037,-97.59352,4141 NW Expressway,Oklahoma City,OK,73116,US,14058795691.0,"{ ""Mon"": [[""9:00"", ""17:30""]], ""Tue"": [[""9:00"", ""17:30""]], ""Wed"": [[""9:00"", ""17:30""]], ""Thu"": [[""9:00"", ""17:30""]], ""Fri"": [[""9:00"", ""17:30""]], ""Sat"": [[""9:00"", ""13:00""]], ""Sun"": [] }",
651630,sg:eae9531058014803ab15083132a5ee4e,,Kansas Oklahoma Machine Tools,,,Building Material and Supplies Dealers,Hardware Stores,444130.0,35.389916,-97.449264,3744 E I 240 Service Rd,Oklahoma City,OK,73135,US,14056701111.0,,
652013,sg:08c17a8506264295a89048379e578853,,Mardel,SG_BRAND_8e3b240075e32843372ef29d5710b316,Mardel,Book Stores and News Dealers,Book Stores,451211.0,35.393158,-97.540583,1421 W I 240 Service Rd,Oklahoma City,OK,73159,US,14056811444.0,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [], ""Fri"": [[""8:00"", ""21:00""]], ""Sat"": [[""8:00"", ""21:00""]], ""Sun"": [] }",
653341,sg:689da746cf0245fbb65687864f9df4b3,,Farmers Insurance Group,SG_BRAND_ee53498a2846250eb753e44e4042a679,Farmers Insurance Group,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,35.608596,-97.502861,532 E Memorial Rd,Oklahoma City,OK,73114,US,14056074300.0,,
654785,sg:da69a009893f4ec998d5d89c2591f59b,,Okc Psychiatric Services,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.492908,-97.55285,2316 NW 23rd St,Oklahoma City,OK,73107,US,14055253330.0,"{ ""Mon"": [], ""Tue"": [[""9:30"", ""17:00""]], ""Wed"": [[""9:30"", ""17:00""]], ""Thu"": [[""9:30"", ""16:00""]], ""Fri"": [[""9:30"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",
655099,sg:f5bfcb8cf958467184f22549fc73f758,,Braum's Ice Cream and Dairy Stores,SG_BRAND_2dd33d7407feca02e4d46470ee63bb31,Braum's Ice Cream and Dairy Stores,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515.0,35.609376,-97.533018,1129 W Memorial Rd,Oklahoma City,OK,73114,US,,"{ ""Mon"": [[""6:00"", ""22:45""]], ""Tue"": [[""6:00"", ""22:45""]], ""Wed"": [[""6:00"", ""22:45""]], ""Thu"": [[""6:00"", ""22:45""]], ""Fri"": [[""6:00"", ""22:45""]], ""Sat"": [[""6:00"", ""22:45""]], ""Sun"": [[""6:00"", ""22:45""]] }","Snacks,Ice Cream Shop,Lunch,Casual Dining,Drive Through,Breakfast,Dessert,Dinner,Burgers"
655217,sg:ff697a04f93348319cf9ccb5b1b2f3cc,,The Honey Baked Ham Co.,SG_BRAND_38a47ecd809d6bc33da5d07aeb102184,The Honey Baked Ham Co.,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,35.541733,-97.565205,6900 N May Ave,Oklahoma City,OK,73116,US,,,"Counter Service,Sandwich Shop,Lunch,Deli,Breakfast,Dinner"
655450,sg:0f8fa562f59742a0966d2563fea41997,,Mercy Health,SG_BRAND_c4a9c8a49f522eb6,Mercy Health,General Medical and Surgical Hospitals,General Medical and Surgical Hospitals,622110.0,35.60752,-97.598469,4120 W Memorial Rd Ste 205,Oklahoma City,OK,73120,US,14057494205.0,,
655658,sg:1e5fd73963e149599308bfacd7f9b030,sg:59bd1d48eb064c4e8edab54194afb854,Mystique Fragrances,,,"Office Supplies, Stationery, and Gift Stores","Gift, Novelty, and Souvenir Stores",453220.0,35.593154999999996,-97.565988,12082 N May Ave,Oklahoma City,OK,73120,US,14057488866.0,"{ ""Mon"": [[""10:00"", ""17:30""]], ""Tue"": [[""10:00"", ""17:30""]], ""Wed"": [[""10:00"", ""17:30""]], ""Thu"": [[""10:00"", ""17:30""]], ""Fri"": [[""10:00"", ""17:30""]], ""Sat"": [[""10:00"", ""17:30""]], ""Sun"": [[""9:00"", ""17:00""]] }",
656572,sg:606febc26584490ebc1de0e665c18b2d,,Radiology Associates,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.527136,-97.575783,3330 NW 56th St Ste 206,Oklahoma City,OK,73112,US,14059454740.0,,
658619,sg:fe127471c0d242ac84cbdc9c32df47cc,sg:d0d0226c1a0e498f980acc8a8746fb34,West Elm,SG_BRAND_baad614ebcf27444a29c358f9ef22b73,West Elm,Home Furnishings Stores,All Other Home Furnishings Stores,442299.0,35.534742,-97.531933,6150 NW Grand Blvd,Oklahoma City,OK,73118,US,14058793314.0,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [[""12:00"", ""17:00""]] }",
658653,sg:00e379a1584749e8bb0c2ebf79b786ed,sg:88bf18577ff745c9be7b011dd2e21738,Jewelry Connection,,,"Jewelry, Luggage, and Leather Goods Stores",Jewelry Stores,448310.0,35.53153,-97.566253,5929 N May Ave Ste 100,Oklahoma City,OK,73112,US,14058402660.0,"{ ""Mon"": [[""10:00"", ""17:30""]], ""Tue"": [[""10:00"", ""17:30""]], ""Wed"": [[""10:00"", ""17:30""]], ""Thu"": [[""10:00"", ""17:30""]], ""Fri"": [[""10:00"", ""17:30""]], ""Sat"": [], ""Sun"": [] }",
658989,sg:1a7e26981a6f4229a42c1b1b6171af0d,sg:86099067b9ba4b0a9f4eb23bc0a77804,Outback Steakhouse,SG_BRAND_bbda8c58ab2c6658e3afa3d31a8486f1,Outback Steakhouse,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,35.608107000000004,-97.55583100000001,2402 W Memorial Rd,Oklahoma City,OK,73134,US,14053597432.0,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""23:00""]], ""Sat"": [[""11:00"", ""23:00""]], ""Sun"": [[""11:00"", ""22:00""]] }","Lunch,Steak House,American Food,Casual Dining,Dinner"
659219,sg:29d1d35c574a4d909ae9e69923e9c4f3,,St Anthony East,,,Home Health Care Services,Home Health Care Services,621610.0,35.429864,-97.36925,S Douglas Blvd,Oklahoma City,OK,73150,US,,,
659472,sg:3a9c486571974c299e9367a6be0108f8,,Buthion Fine Food & Wine Shop,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,35.545573,-97.565229,7408 N May Ave,Oklahoma City,OK,73116,US,,"{ ""Mon"": [[""8:00"", ""21:00""]], ""Tue"": [[""8:00"", ""21:00""]], ""Wed"": [[""8:00"", ""21:00""]], ""Thu"": [[""8:00"", ""21:00""]], ""Fri"": [[""8:00"", ""22:00""]], ""Sat"": [[""8:00"", ""22:00""]], ""Sun"": [[""9:30"", ""14:30""]] }",
659553,sg:40a209407c764a1eb308f50be8a91f1b,sg:ee2de7f30a2c43fcb6473cd61f4facd6,The Vitamin Shoppe,SG_BRAND_25178bf9665a0217555d90868ad225e9,The Vitamin Shoppe,Health and Personal Care Stores,Food (Health) Supplement Stores,446191.0,35.462071,-97.628984,6501 SW 3rd St Ste A,Oklahoma City,OK,73128,US,14054912619.0,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""9:00"", ""21:00""]], ""Thu"": [], ""Fri"": [[""9:00"", ""21:00""]], ""Sat"": [[""9:00"", ""21:00""]], ""Sun"": [[""11:00"", ""18:00""]] }",
659947,sg:5d7de6dd4ae943feae9ff8dde290f048,,Mastertech Automotive,,,Automotive Repair and Maintenance,General Automotive Repair,811111.0,35.511967999999996,-97.605819,4012 N Barr Ave,Oklahoma City,OK,73122,US,14057878324.0,,
660103,sg:6abb046170c14a498c69efe425d931d5,,Keebler,,,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319.0,35.454295,-97.59597,4265 Royal Ave,Oklahoma City,OK,73108,US,14059421699.0,,
660660,sg:976a742b89ce4720bd548887bf6a7c88,,Absolute Diamond and Gold Buyers,,,"Jewelry, Luggage, and Leather Goods Stores",Jewelry Stores,448310.0,35.492894,-97.58448100000001,3718 NW 23rd St,Oklahoma City,OK,73107,US,14056068888.0,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""9:30"", ""14:00""]], ""Sun"": [] }",
660970,sg:adcc13fb051648d39a10aaac7fc80e7b,,Fashion Nails,,,Personal Care Services,Nail Salons,812113.0,35.437089,-97.544038,1508 SW 27th St,Oklahoma City,OK,73108,US,14052625700.0,,
661016,sg:b0d39a253861427ab84d7d82c48ecf3e,,Discoveries,,,Used Merchandise Stores,Used Merchandise Stores,453310.0,35.548967,-97.530123,7612 N Western Ave,Oklahoma City,OK,73116,US,14054632519.0,"{ ""Mon"": [[""10:00"", ""17:00""]], ""Tue"": [[""10:00"", ""17:00""]], ""Wed"": [[""10:00"", ""17:00""]], ""Thu"": [[""10:00"", ""17:00""]], ""Fri"": [[""10:00"", ""17:00""]], ""Sat"": [[""10:00"", ""17:00""]], ""Sun"": [] }",
661357,sg:c9a2e7a8defa4e36b9f12143a68bc872,,Sooner Baptist Church,,,Religious Organizations,Religious Organizations,813110.0,35.448507,-97.419954,5824 SE 15th St,Oklahoma City,OK,73110,US,14057322218.0,,
661414,sg:cea11543fbd144008b53c7ed19388874,,Farmers Insurance Group,SG_BRAND_ee53498a2846250eb753e44e4042a679,Farmers Insurance Group,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,35.520276,-97.533891,4816 N Classen Blvd,Oklahoma City,OK,73118,US,14055252386.0,,
662057,sg:043fe561dee24a00916ce194bf1768d0,sg:03b61e821c45488faad76bfcdb926370,Jonathan E Heinlen MD,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.479423,-97.496638,800 NE 10th St Stephenson Cancer Center,Oklahoma City,OK,73104,US,,,
662719,sg:3384ffd6031e46389b7c4a90e77faa4c,,Connection Church,,,Religious Organizations,Religious Organizations,813110.0,35.385873,-97.495847,8119 S I 35 Service Rd,Oklahoma City,OK,73149,US,14052088335.0,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [[""19:00"", ""20:30""]], ""Thu"": [], ""Fri"": [], ""Sat"": [], ""Sun"": [[""10:30"", ""14:00""]] }",
663116,sg:53de72dc29ed48d8bc4a3c35ba38e93f,,Paul Garetson,,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,35.376663,-97.422939,9020 S Sooner Rd State Farm Insurance Agent,Oklahoma City,OK,73165,US,,"{ ""Mon"": [[""9:00"", ""17:30""]], ""Tue"": [[""9:00"", ""17:30""]], ""Wed"": [[""9:00"", ""17:30""]], ""Thu"": [[""9:00"", ""17:30""]], ""Fri"": [[""9:00"", ""17:30""]], ""Sat"": [], ""Sun"": [] }",
663251,sg:5de5904c0de24e04b580200f29b5239d,,Akins Apollo Hair Center,,,Personal Care Services,Other Personal Care Services,812199.0,35.540224,-97.60163399999999,6628 N Meridian Ave,Oklahoma City,OK,73116,US,,,
663791,sg:870150a3ef0446c5b279a7daaa3a6e31,,Home Care Medical,,,Home Health Care Services,Home Health Care Services,621610.0,35.421432,-97.521703,4401 S Walker Ave,Oklahoma City,OK,73109,US,14056341467.0,"{ ""Mon"": [[""9:00"", ""18:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""9:00"", ""18:00""]], ""Thu"": [[""9:00"", ""18:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [[""9:00"", ""14:00""]], ""Sun"": [] }",
664318,sg:ab79999058494db58c16eee75c440a3e,,Gospel Lighthouse Chs Church,,,Religious Organizations,Religious Organizations,813110.0,35.430584,-97.547689,1640 SW 33rd St,Oklahoma City,OK,73119,US,14056315275.0,,
664804,sg:d0734f2c79224ddf9fc83c171ac3c939,,Qdoba Mexican Grill,SG_BRAND_a8a4c5ffbc96276d7bbbabfa5bb2a076,Qdoba Mexican Grill,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,35.363728,-97.54963199999999,2145 SW 104th St,Oklahoma City,OK,73159,US,14057038811.0,"{ ""Mon"": [[""10:30"", ""22:00""]], ""Tue"": [[""10:30"", ""22:00""]], ""Wed"": [[""10:30"", ""22:00""]], ""Thu"": [[""10:30"", ""22:00""]], ""Fri"": [[""10:30"", ""22:00""]], ""Sat"": [[""10:30"", ""22:00""]], ""Sun"": [[""10:30"", ""22:00""]] }","Counter Service,Lunch,Fast Food,Mexican Food,Catering,Dinner"
664893,sg:d7b4d5f5cb84495d92dde04cff4c1c86,,Lakeview Pet Hospital,,,"Other Professional, Scientific, and Technical Services",Veterinary Services,541940.0,35.538276,-97.60073100000001,6500 N Meridian Ave,Oklahoma City,OK,73116,US,14058482483.0,"{ ""Mon"": [[""7:30"", ""18:00""]], ""Tue"": [[""7:30"", ""18:00""]], ""Wed"": [[""7:30"", ""12:00""]], ""Thu"": [[""7:30"", ""18:00""]], ""Fri"": [[""7:30"", ""18:00""]], ""Sat"": [[""8:00"", ""13:00""]], ""Sun"": [] }",
